,L Velocity,R Velocity,X Position,Y Position,Theta,LiDAR F,LiDAR R,Gyro,Compass X,Compass Y
67,-0.01675,-0.067,-8.446099855063948e-09,3.5593748664098255e-05,90.02719162202725,204.78544386239196,204.80002905952134,1.3958333333397022e-05,0.00047458331551820205,0.999999887385332
68,-0.017,-0.068,-8.957870647918753e-09,3.665624854085081e-05,90.02800331223702,204.7850100597668,204.80002926914267,1.4166666666648453e-05,0.0004887499805413791,0.9999998805617212
69,-0.01725,-0.069,-9.492553260770365e-09,3.773437340828423e-05,90.02882693906751,204.78456991969847,204.8000294881487,1.4374999999899885e-05,0.0005031249787733608,0.9999998734326199
70,-0.0175,-0.07,-1.005082145866254e-08,3.8828123265830074e-05,90.02966250251875,204.78412344402653,204.80002971681537,1.458333333337336e-05,0.0005177083102069422,0.9999998659890438
71,-0.017750000000000002,-0.07100000000000001,-1.06333588405505e-08,3.993749811286307e-05,90.0305100025907,204.78367063461715,204.8000299554227,1.4791666666624792e-05,0.0005324999748341468,0.9999998582218783
72,-0.018000000000000002,-0.07200000000000001,-1.1240858839300927e-08,4.106249794881478e-05,90.03136943928341,204.78321149336315,204.80003020425477,1.5000000000098268e-05,0.0005474999726471044,0.9999998501218788
73,-0.018250000000000002,-0.07300000000000001,-1.1874024494318292e-08,4.220312277305993e-05,90.03224081259684,204.78274602218409,204.800041727598,1.52083333333497e-05,0.0005627083036371549,0.9999998416796699
74,-0.018500000000000003,-0.07400000000000001,-1.2533568735761946e-08,4.3359372584973246e-05,90.03312412253099,204.782274223026,204.80004199774734,1.541666666660113e-05,0.0005781249677955031,0.9999998328857468
75,-0.018750000000000003,-0.07500000000000001,-1.3220214214015868e-08,4.4531247383815755e-05,90.03401936908588,204.78179609786173,204.8000422789974,1.5625000000074607e-05,0.0005937499651132098,0.9999998237304739
76,-0.019,-0.076,-1.393469335653208e-08,4.571874716884849e-05,90.03492655226151,204.7813116486907,204.8000425716481,1.583333333332604e-05,0.0006095832955805153,0.9999998142040856
77,-0.01925,-0.077,-1.4677748310987227e-08,4.692187193938935e-05,90.03584567205786,204.7808208775389,204.80004287600346,1.604166666657747e-05,0.0006256249591874949,0.9999998042966861
78,-0.0195,-0.078,-1.545013105896942e-08,4.8140621694642506e-05,90.03677672847495,204.7803237864591,204.8000431923715,1.6250000000050946e-05,0.0006418749559240498,0.9999997939982492
79,-0.01975,-0.079,-1.625260335913481e-08,4.9374996433812156e-05,90.03771972151277,204.7798203775306,204.8000568330618,1.6458333333302377e-05,0.0006583332857792293,0.9999997832986189
80,-0.02,-0.08,-1.708593663352076e-08,5.0624996156045654e-05,90.03867465117133,204.7793106528594,204.80005717439522,1.6666666666775853e-05,0.0006749999487421087,0.9999997721875087
81,-0.02025,-0.081,-1.7950912138076093e-08,5.1890620860490345e-05,90.03964151745062,204.77879461457817,204.80005752868928,1.6875000000027285e-05,0.0006918749448008908,0.9999997606545017
82,-0.0205,-0.082,-1.8848320905817673e-08,5.317187054623673e-05,90.04062032035063,204.77827226484612,204.80005789626796,1.7083333333278716e-05,0.0007089582739435612,0.9999997486890513
83,-0.02075,-0.083,-1.9778963746830415e-08,5.4468745212318484e-05,90.04161105987137,204.77774360584922,204.80005827745939,1.7291666666752192e-05,0.0007262499361578766,0.9999997362804803
84,-0.021,-0.084,-2.074365113458043e-08,5.578124485776925e-05,90.04261373601285,204.77720863979997,204.80005867259544,1.7500000000003624e-05,0.0007437499314306884,0.9999997234179815
85,-0.02125,-0.085,-2.1743203433288726e-08,5.7109369481622704e-05,90.04362834877506,204.77666736893755,204.80007444200848,1.7708333333255055e-05,0.0007614582597485969,0.9999997100906173
86,-0.021500000000000002,-0.08600000000000001,-2.2778450727400924e-08,5.845311908285566e-05,90.04465489815802,204.7761197955278,204.80007486604592,1.791666666672853e-05,0.0007793749210979404,0.9999996962873201
87,-0.021750000000000002,-0.08700000000000001,-2.385023282158727e-08,5.981249366033126e-05,90.04569338416168,204.77556592186318,204.800075305048,1.8124999999979963e-05,0.0007974999154641173,0.9999996819968918
88,-0.022,-0.088,-2.495939935442948e-08,6.118749321296946e-05,90.04674380678608,204.77500575026275,204.80007575936276,1.8333333333231394e-05,0.0008158332428322404,0.9999996672080046
89,-0.02225,-0.089,-2.610680968473389e-08,6.257811773957656e-05,90.04780616603122,204.77443928307227,204.80007622934218,1.854166666670487e-05,0.0008343749031871255,0.9999996519091999
90,-0.0225,-0.09,-2.72933330052183e-08,6.398436723901569e-05,90.0488804618971,204.77386652266412,204.80009412333692,1.87499999999563e-05,0.0008531248965126132,0.9999996360888893
91,-0.02275,-0.091,-2.851984817198172e-08,6.540624171003628e-05,90.0499666943837,204.77328747143724,204.80009462571772,1.8958333333429778e-05,0.0008720832227924448,0.999999619735354
92,-0.023,-0.092,-2.97872438181912e-08,6.684374115133096e-05,90.05106486349104,204.77270213181734,204.80009514484323,1.916666666668121e-05,0.000891249882009362,0.999999602836745
93,-0.02325,-0.093,-3.1096418467768675e-08,6.829686556159231e-05,90.0521749692191,204.7721105062566,204.80009568108136,1.937499999993264e-05,0.000910624874145761,0.9999995853810834
94,-0.0235,-0.094,-3.244828025117385e-08,6.97656149394561e-05,90.05329701156789,204.77151259723396,204.8000962348042,1.9583333333406117e-05,0.0009302081991836795,0.9999995673562595
95,-0.02375,-0.095,-3.384374718962135e-08,7.124998928350124e-05,90.05443099053743,204.77090840725495,204.80009680638764,1.9791666666657548e-05,0.0009499998571041182,0.9999995487500339
96,-0.024,-0.096,-3.528374696770698e-08,7.274998859230664e-05,90.05557690612768,204.7702979388517,204.80011685220438,1.999999999990898e-05,0.0009699998478876947,0.9999995295500369
97,-0.024250000000000004,-0.09700000000000002,-3.676921710393799e-08,7.426561286433752e-05,90.05673475833868,204.76968119458303,204.80011746065327,2.0208333333382456e-05,0.0009902081715146293,0.9999995097437684
98,-0.024500000000000004,-0.09800000000000002,-3.830110489388971e-08,7.579686209805914e-05,90.05790454717041,204.7690581770343,204.80011808811483,2.0416666666633887e-05,0.0010106248279640674,0.9999994893185982
99,-0.024749999999999998,-0.09899999999999999,-3.988036729651867e-08,7.734373629187985e-05,90.05908627262286,204.76842888881762,204.800118734981,2.0625000000107363e-05,0.0010312498172149534,0.9999994682617659
100,-0.025,-0.1,-4.150797116153626e-08,7.89062354441512e-05,90.06027993469606,204.76779333257164,204.8001409056378,2.0833333333358794e-05,0.0010520831392451296,0.9999994465603809
101,-0.02525,-0.101,-4.318489305887851e-08,8.048435955322476e-05,90.06148553338997,204.76715151096155,204.8001415925054,2.1041666666610226e-05,0.0010731247940319894,0.9999994242014224
102,-0.025500000000000002,-0.10200000000000001,-4.491211927870609e-08,8.207810861728149e-05,90.06270306870464,204.76650342667944,204.80014229997772,2.1250000000083702e-05,0.0010943747815524627,0.9999994011717395
103,-0.025750000000000002,-0.10300000000000001,-4.669064594509109e-08,8.368748263455927e-05,90.06393254064002,204.76584908244374,204.80014302846266,2.1458333333335133e-05,0.0011158331017823366,0.9999993774580507
104,-0.026000000000000002,-0.10400000000000001,-4.852147890233027e-08,8.531248160318227e-05,90.06517394919614,204.76518848099963,204.8001437783723,2.1666666666586565e-05,0.0011374997546969082,0.9999993530469448
105,-0.026250000000000002,-0.10500000000000001,-5.040563377178842e-08,8.695310552127467e-05,90.06642729437299,204.76452162511893,204.80016810210935,2.187500000006004e-05,0.0011593747402709699,0.99999932792488
106,-0.026500000000000003,-0.10600000000000001,-5.2344135951898355e-08,8.860935438684691e-05,90.06769257617056,204.76384851760005,204.80016889612043,2.2083333333311472e-05,0.0011814580584781293,0.9999993020781844
107,-0.026750000000000003,-0.10700000000000001,-5.433802056131754e-08,9.028122819790951e-05,90.06896979458887,204.76316916126802,204.80016971281614,2.2291666666562904e-05,0.0012037497092914616,0.9999992754930562
108,-0.027000000000000003,-0.10800000000000001,-5.6388332552614884e-08,9.196872695235924e-05,90.07025894962791,204.7624835589745,204.80017055262456,2.250000000003638e-05,0.0012262496926834941,0.999999248155563
109,-0.027250000000000003,-0.10900000000000001,-5.849612659858394e-08,9.367185064803606e-05,90.07156004128768,204.76179171359777,204.80017141597762,2.270833333328781e-05,0.001248958008625527,0.9999992200516422
110,-0.027500000000000004,-0.11000000000000001,-6.06624671490863e-08,9.539059928277993e-05,90.0728730695682,204.7610936280427,204.80019790329442,2.2916666666761287e-05,0.0012718746570885059,0.9999991911671012
111,-0.02775,-0.111,-6.288842843105158e-08,9.71249728543171e-05,90.07419803446945,204.7603893052408,204.80019881504893,2.312500000001272e-05,0.0012949996380421194,0.9999991614876171
112,-0.028,-0.112,-6.517509444847747e-08,9.887497136037383e-05,90.07553493599141,204.75967874815024,204.80019975166812,2.333333333326415e-05,0.0013183329514554496,0.9999991309987369
113,-0.02825,-0.113,-6.752355892558625e-08,0.00010064059479850584,90.07688377413412,204.75896195975574,204.8002007136,2.3541666666737626e-05,0.001341874597296958,0.9999990996858773
